"num","carat","cut","color","clarity","depth","table","price","x","y","z"
40819,0.32,"Premium","E","IF",61.6,58,1170,4.39,4.38,2.7
49316,0.32,"Ideal","G","SI2",63,56,540,4.35,4.32,2.73
14464,1.03,"Ideal","E","SI1",60.3,55,5837,6.62,6.57,3.98
49845,0.71,"Premium","F","SI2",62.3,60,2169,5.7,5.67,3.54
22015,1.5,"Ideal","I","VS1",61.3,57,10080,7.35,7.32,4.5
11179,1.14,"Ideal","I","SI1",62.2,56,4953,6.65,6.7,4.15
50162,0.72,"Very Good","G","SI2",61.9,59,2218,5.67,5.71,3.52
30734,0.3,"Good","E","VVS1",61.2,63,739,4.24,4.26,2.6
41215,0.4,"Ideal","F","VVS1",61.7,57,1206,4.75,4.72,2.92
41932,0.4,"Very Good","D","VVS2",62.2,54,1263,4.75,4.77,2.96
7285,1.25,"Premium","H","SI2",60.5,61,4200,6.97,6.91,4.2
4114,0.9,"Fair","H","VS2",64.6,55,3538,6.07,6,3.9
11905,1,"Very Good","H","VS2",62.9,57,5121,6.31,6.35,3.98
29515,0.32,"Very Good","E","VS2",62,54,702,4.37,4.41,2.72
51520,0.72,"Very Good","G","SI1",63.1,57,2385,5.71,5.67,3.59
41796,0.49,"Fair","D","VS2",57.5,68,1249,5.18,5.11,2.96
32224,0.31,"Ideal","G","VVS1",60.2,58,789,4.37,4.4,2.64
14557,1,"Ideal","D","SI1",60.6,56,5880,6.54,6.5,3.95
39020,0.43,"Premium","D","VS2",60.7,58,1056,4.84,4.88,2.95
51489,0.71,"Ideal","F","SI1",62.9,57,2381,5.71,5.65,3.57
31791,0.42,"Premium","E","SI1",62.7,59,773,4.78,4.79,3
46384,0.54,"Ideal","I","IF",62.5,55,1763,5.21,5.26,3.27
44330,0.33,"Premium","I","VS1",59.5,60,521,4.5,4.54,2.69
49155,0.59,"Ideal","G","VVS2",62.2,56,2070,5.4,5.37,3.35
52760,0.81,"Very Good","H","SI1",59.1,57,2562,6.09,6.16,3.62
30617,0.3,"Very Good","G","SI1",59.5,63,447,4.29,4.32,2.56
19929,1.39,"Premium","F","SI1",62.1,58,8476,7.1,7.16,4.43
3083,1.02,"Premium","H","SI2",58.3,59,3313,6.61,6.57,3.84
21599,1.33,"Premium","G","VS1",62.7,58,9699,6.96,7.01,4.38
30824,0.33,"Ideal","I","VVS2",62.4,56,743,4.43,4.41,2.76
28294,0.3,"Ideal","G","SI1",62.3,56,432,4.29,4.32,2.68
21906,1.52,"Very Good","H","SI1",62.5,59,9973,7.26,7.37,4.57
24452,2.02,"Ideal","J","SI1",59.8,60,12713,8.21,8.16,4.9
19783,1.21,"Ideal","F","VS2",61.5,56,8348,6.87,6.83,4.21
52840,0.7,"Very Good","E","SI1",62.7,55,2575,5.63,5.67,3.54
14280,1.11,"Premium","H","VS2",62.6,58,5781,6.63,6.59,4.14
31804,0.37,"Very Good","H","VVS1",61.9,55,774,4.6,4.66,2.86
10209,1.04,"Premium","G","SI1",60.6,61,4742,6.63,6.59,4
23616,1.34,"Ideal","G","VVS1",62.2,56,11640,7.11,7.04,4.4
29383,0.31,"Ideal","E","SI1",62.7,57,698,4.32,4.29,2.7
39821,0.3,"Premium","E","IF",61.9,58,1097,4.3,4.26,2.65
52642,0.24,"Very Good","E","VVS2",62.9,59,552,3.97,4.01,2.51
53141,0.71,"Ideal","H","VS2",62.2,56,2622,5.68,5.74,3.55
52885,0.74,"Ideal","F","SI1",62.2,54,2583,5.79,5.85,3.62
50556,0.7,"Ideal","G","SI1",62.4,56,2276,5.66,5.69,3.54
42655,0.4,"Premium","E","VVS1",61.4,59,1333,4.68,4.74,2.89
11675,1,"Very Good","F","SI1",61.8,58,5058,6.37,6.44,3.96
12715,0.26,"Ideal","E","VVS2",62,56,599,4.1,4.13,2.55
25577,1.51,"Ideal","F","VS2",63,55,14414,7.29,7.24,4.58
12592,1.04,"Very Good","H","SI1",62,58,5285,6.42,6.48,4
37378,0.4,"Premium","F","VS1",61.4,58,982,4.73,4.75,2.91
18266,1.51,"Very Good","J","VS2",62.8,59,7418,7.2,7.28,4.55
13845,1.22,"Premium","D","SI2",61.8,58,5643,6.86,6.8,4.22
47588,0.51,"Ideal","H","VVS2",61.6,55,1877,5.11,5.14,3.16
29022,0.31,"Ideal","G","VVS2",62.1,54,687,4.38,4.41,2.73
7042,1.02,"Very Good","F","SI2",59.9,62,4162,6.5,6.53,3.9
31077,0.33,"Very Good","G","VVS2",61.9,58,752,4.39,4.43,2.73
15790,1,"Very Good","F","VS2",62.7,58,6319,6.38,6.41,4.01
18427,1.24,"Premium","H","VS1",61.2,59,7493,6.94,6.91,4.24
19044,0.41,"Good","J","VS1",63.2,59,621,4.67,4.7,2.96
14434,0.9,"Ideal","F","VS2",60.8,57,5828,6.22,6.24,3.79
23905,1.11,"Ideal","D","VVS2",63,57,12016,6.58,6.65,4.17
4600,1.02,"Ideal","I","SI1",62.9,57,3656,6.41,6.37,4.02
39374,0.31,"Ideal","D","VVS2",61,55,1074,4.38,4.41,2.68
593,0.7,"Ideal","E","VS1",61.8,56,2837,5.74,5.69,3.53
27025,2.74,"Very Good","J","SI2",61.5,62,17164,8.87,8.9,5.46
42938,0.36,"Premium","E","SI2",61.5,58,505,4.56,4.61,2.82
18371,0.3,"Ideal","D","VS2",62.4,55,616,4.3,4.32,2.69
51472,0.7,"Very Good","H","VS2",62.7,59,2377,5.59,5.64,3.52
48885,1.04,"Fair","I","I1",67.3,56,2037,6.34,6.23,4.22
32957,0.24,"Very Good","F","VS1",61,57,461,4.01,4.04,2.45
20739,1.61,"Premium","I","SI1",62,58,8978,7.46,7.51,4.64
6912,0.9,"Very Good","H","VS1",63,59,4136,6.1,6.13,3.85
21064,1.5,"Premium","F","SI2",60.8,59,9240,7.3,7.36,4.46
42492,0.59,"Premium","F","SI2",61.9,61,1319,5.38,5.33,3.31
26313,2.02,"Ideal","G","SI2",63.5,54,15814,7.96,8.02,5.07
6704,0.25,"Very Good","D","VS1",62.1,60,410,4.03,4.05,2.51
41654,0.58,"Very Good","H","SI1",62.1,55,1239,5.35,5.38,3.33
45596,0.56,"Ideal","I","IF",61.9,54,1689,5.29,5.34,3.29
17814,1.01,"Ideal","G","VS2",61.4,57,7179,6.44,6.5,3.97
25715,2.02,"Very Good","I","VS2",58.8,57,14620,8.21,8.29,4.85
52200,0.71,"Premium","E","SI1",60.3,58,2479,5.78,5.76,3.48
3657,0.8,"Premium","D","SI1",62.9,60,3441,5.94,5.89,3.72
45316,0.32,"Very Good","G","VS2",60.1,61,524,4.41,4.44,2.66
23568,2.09,"Good","J","VS2",57.2,64,11576,8.51,8.46,4.85
6475,0.88,"Ideal","F","SI1",62.3,53,4054,6.12,6.15,3.82
46380,0.55,"Ideal","G","VS1",61.5,57,1763,5.23,5.28,3.23
50603,0.92,"Fair","H","SI2",66.1,57,2283,6.22,6,4.05
45416,0.55,"Premium","G","VS2",62.3,56,1668,5.29,5.24,3.28
37599,0.23,"Very Good","E","VVS2",59,63,485,3.98,4.05,2.37
52097,0.81,"Ideal","G","SI2",61.7,57,2459,5.98,6.01,3.7
30258,0.35,"Very Good","G","VS1",59.2,60,725,4.59,4.64,2.73
51693,0.76,"Premium","E","SI2",60,59,2399,5.94,5.9,3.55
25077,2.25,"Very Good","J","SI2",58.4,63,13597,8.6,8.65,5.04
22828,1.01,"Ideal","D","VVS2",61.1,57,10860,6.47,6.49,3.96
32306,0.28,"Ideal","G","SI1",61.2,54,455,4.22,4.27,2.6
47069,0.52,"Ideal","D","VS2",61.3,56,1822,5.15,5.2,3.17
34476,0.38,"Very Good","E","VS2",60.5,58,866,4.66,4.7,2.83
45312,0.3,"Very Good","F","VS2",58.8,60,524,4.37,4.41,2.58
39669,0.42,"Ideal","G","VS2",61.7,57,1087,4.83,4.8,2.97
9450,1,"Very Good","D","SI2",62.8,58,4595,6.29,6.39,3.98
2073,0.9,"Very Good","G","SI2",63.3,59,3107,6.12,6.07,3.86
21337,1.5,"Premium","I","VS2",62.3,60,9479,7.25,7.19,4.5
52645,0.24,"Very Good","E","VVS2",60.3,58,552,4.03,4.06,2.44
9445,0.9,"Ideal","F","SI2",61.8,56,4593,6.18,6.21,3.83
40387,0.42,"Ideal","D","VVS2",61.7,57,1132,4.8,4.82,2.97
12077,1.09,"Ideal","I","VS2",62,57,5158,6.64,6.58,4.1
40492,0.42,"Ideal","F","VVS2",60.6,57,1142,4.82,4.85,2.93
29769,0.3,"Ideal","I","VVS1",61.1,57,709,4.36,4.32,2.65
402,0.3,"Ideal","H","SI1",62.9,57,554,4.27,4.22,2.67
5355,1.05,"Very Good","E","SI2",62.2,59,3816,6.44,6.51,4.03
44489,0.7,"Premium","F","SI2",61.6,60,1597,5.78,5.68,3.53
98,0.96,"Fair","F","SI2",66.3,62,2759,6.27,5.95,4.07
47177,0.51,"Ideal","F","VS1",61.9,56,1836,5.17,5.11,3.18
7180,1.11,"Ideal","G","SI2",61.9,55,4185,6.65,6.6,4.1
28909,0.3,"Good","G","VVS2",63.5,56,684,4.29,4.34,2.74
17506,1.05,"Ideal","G","VS1",62.5,56,7037,6.48,6.54,4.07
28296,0.3,"Ideal","G","SI1",62,57,432,4.27,4.31,2.66
26199,1.02,"Ideal","D","IF",63,57,15575,6.39,6.35,4.01
38407,0.35,"Ideal","H","VVS1",62.6,57,1024,4.47,4.45,2.79
6808,0.9,"Good","D","SI1",64.4,60,4117,5.95,6,3.85
13784,1.28,"Premium","E","SI2",62.5,58,5620,6.93,6.89,4.32
39974,0.43,"Fair","E","VS2",60.5,59,1107,4.92,4.9,2.97
29622,0.3,"Good","J","SI1",64,55,439,4.28,4.25,2.73
28328,0.33,"Ideal","F","VS2",61.4,57,666,4.45,4.48,2.74
2210,1,"Fair","G","SI2",64.6,67,3142,6.25,6.19,4.02
29170,0.3,"Very Good","F","VVS2",62.4,57,694,4.25,4.27,2.66
38021,0.39,"Very Good","G","VS2",63.3,57,1009,4.65,4.61,2.93
42407,0.57,"Premium","H","SI1",59.3,58,1309,5.46,5.4,3.22
33627,0.33,"Very Good","E","SI2",60,59,463,4.47,4.49,2.69
32896,0.36,"Very Good","E","SI1",63.1,58,810,4.54,4.49,2.85
39199,0.43,"Premium","D","SI1",61.2,58,1064,4.87,4.83,2.97
8772,1.01,"Good","D","SI2",64.6,59,4468,6.23,6.3,4.05
25127,2.02,"Premium","E","SI2",59.9,58,13677,8.18,8.14,4.89
15646,1,"Premium","G","VS2",60.1,57,6272,6.42,6.35,3.84
28706,0.42,"Ideal","J","VS2",61.3,57,680,4.79,4.86,2.96
543,1.01,"Premium","H","SI2",61.6,61,2828,6.39,6.31,3.91
25844,1.71,"Very Good","H","VVS2",61.2,62,14893,7.59,7.65,4.66
19269,1.09,"Ideal","G","VS1",61.7,54,7992,6.65,6.7,4.12
51843,0.71,"Very Good","E","SI2",62.2,58,2423,5.65,5.7,3.53
31259,0.32,"Ideal","D","VS2",61.9,55,758,4.39,4.43,2.73
23550,1.51,"Very Good","F","SI1",62.8,59,11560,7.28,7.31,4.58
42888,0.32,"Ideal","E","IF",61.4,56,1359,4.38,4.42,2.7
12209,1.22,"Ideal","J","SI1",62.3,55,5192,6.91,6.83,4.28
8554,1.01,"Premium","E","SI2",62.5,60,4434,6.42,6.39,4
3395,0.27,"Very Good","F","IF",59.4,61,567,4.23,4.26,2.52
23936,1.26,"Ideal","G","VVS2",61.4,55,12066,6.96,6.99,4.29
43550,0.52,"Very Good","D","SI1",61.6,58,1429,5.14,5.22,3.19
17697,1.01,"Very Good","F","VS2",63.8,55,7135,6.31,6.38,4.05
27716,0.36,"Premium","E","SI2",60.6,59,648,4.61,4.57,2.78
11961,1.04,"Very Good","F","SI1",63.4,59,5137,6.44,6.4,4.07
15090,1.11,"Ideal","G","SI1",60.8,57,6065,6.83,6.77,4.14
20594,1.72,"Ideal","J","SI1",62,57,8900,7.66,7.62,4.74
33618,0.31,"Premium","G","SI1",61.4,58,462,4.31,4.35,2.66
10389,0.31,"Ideal","G","SI1",62.2,55,593,4.38,4.36,2.72
30743,0.43,"Ideal","F","SI1",61.3,56,739,4.86,4.9,2.99
35441,0.32,"Premium","E","VS2",61.7,58,900,4.41,4.38,2.71
47206,0.5,"Very Good","G","VVS2",62.8,57,1838,4.99,5.04,3.15
8529,1,"Good","D","SI2",58.1,65,4427,6.54,6.48,3.78
45378,0.58,"Ideal","F","VS2",62.1,56,1666,5.33,5.37,3.32
48520,0.76,"Premium","H","SI2",59,59,1985,6.05,6.02,3.56
30565,0.31,"Premium","E","VS1",61.1,58,734,4.34,4.37,2.66
16165,1.07,"Ideal","F","VS2",62,57,6459,6.5,6.47,4.08
30629,0.26,"Ideal","H","VS1",61.9,55,448,4.1,4.13,2.55
15353,1.01,"Premium","G","VS1",62.4,59,6163,6.38,6.35,3.97
25333,1.75,"Ideal","H","VS2",62.2,56.3,14033,7.66,7.71,4.79
40708,0.7,"Fair","F","I1",65.9,57,1158,5.64,5.5,3.67
40944,0.23,"Premium","H","VVS2",59.2,61,500,4.04,4,2.38
21944,1.53,"Premium","I","VS2",62,58,10013,7.36,7.41,4.58
27350,1.07,"Very Good","D","IF",59,59,17909,6.63,6.72,3.94
44500,0.51,"Ideal","G","VS1",61.6,54,1599,5.16,5.19,3.19
35655,0.31,"Ideal","G","VVS2",62.1,56,907,4.33,4.27,2.67
47983,0.26,"Good","D","VVS1",64.3,55,532,4.05,4.1,2.62
24814,2.29,"Ideal","J","SI2",62.3,57,13200,8.39,8.43,5.24
18580,1.51,"Premium","I","SI2",60.4,56,7577,7.4,7.36,4.46
22279,1.5,"Premium","I","IF",62.9,58,10332,7.31,7.21,4.57
42036,0.53,"Premium","G","SI1",61.3,58,1268,5.16,5.21,3.18
42119,0.5,"Very Good","E","SI1",63,61,1279,5.03,5.07,3.18
24264,1.51,"Good","G","VS1",63.1,55,12489,7.3,7.34,4.62
33104,0.32,"Ideal","E","VVS2",61.2,56,816,4.39,4.43,2.7
35571,0.35,"Ideal","F","VS2",60.5,57,906,4.6,4.52,2.76
50497,0.53,"Ideal","F","VVS2",61,57,2269,5.23,5.26,3.22
26579,2.02,"Ideal","F","SI2",61.3,57,16290,8.11,8.16,4.99
29711,0.31,"Ideal","G","VVS2",62.4,56,707,4.31,4.35,2.7
20103,1.9,"Fair","H","SI2",67.1,64,8576,7.57,7.52,5.06
52109,0.61,"Ideal","H","IF",59.4,59,2461,5.55,5.59,3.31
22909,1.51,"Very Good","H","VS2",63.2,57,10950,7.18,7.32,4.58
27475,2.03,"Premium","H","VS2",62.6,59,18139,8.1,8.06,5.06
20312,1.06,"Ideal","G","VVS2",60.3,57,8726,6.61,6.68,4.01
29040,0.4,"Good","E","SI1",63.2,56,687,4.69,4.74,2.98
34688,0.3,"Ideal","F","IF",61.8,55,873,4.31,4.33,2.67
16963,1.12,"Ideal","G","VS2",62.2,54,6774,6.65,6.62,4.13
50436,0.76,"Premium","J","VS1",61.1,58,2262,5.91,5.85,3.59
48602,0.6,"Premium","D","SI1",60.4,60,1996,5.48,5.44,3.3
37212,0.34,"Ideal","G","IF",61.9,55,974,4.51,4.54,2.8
48254,0.51,"Premium","F","VVS2",62.3,58,1953,5.08,5.1,3.17
41833,0.62,"Premium","G","SI1",59.3,58,1253,5.6,5.56,3.31
20779,1.01,"Premium","F","VVS2",62.1,52,9013,6.5,6.45,4.02
42924,0.41,"Very Good","D","VVS2",61.2,55,1364,4.79,4.82,2.95
3734,0.26,"Very Good","E","VVS2",60.5,55,569,4.1,4.16,2.5
6754,1.02,"Premium","H","SI1",61.8,56,4102,6.47,6.42,3.98
32038,0.3,"Ideal","E","VVS2",62.2,54.4,779,4.3,4.32,2.68
30391,0.33,"Ideal","H","VVS1",62.1,53,730,4.48,4.5,2.79
32657,0.31,"Good","H","VVS2",63.7,55,802,4.32,4.28,2.74
46285,0.56,"Premium","E","SI1",61.5,60,1755,5.27,5.3,3.25
15904,1.02,"Ideal","G","VS2",60.5,57,6356,6.51,6.55,3.95
14754,1,"Ideal","E","SI1",61.7,55,5938,6.44,6.49,3.99
24437,2.01,"Premium","J","SI1",60.5,59,12690,8.12,8.01,4.88
13894,1.01,"Good","G","VS2",60.3,57,5655,6.46,6.51,3.91
12126,1.02,"Premium","G","SI1",61.7,58,5169,6.47,6.37,3.96
24011,1.5,"Premium","D","SI1",62.4,58,12179,7.31,7.27,4.55
2196,0.9,"Good","E","SI2",64.1,57,3139,6.07,6.09,3.9
53050,0.7,"Good","E","VS2",60.1,62,2606,5.77,5.74,3.46
22408,1.75,"Premium","J","VS1",62.2,59,10429,7.7,7.74,4.8
33687,0.43,"Very Good","I","VVS2",60.5,59,838,4.86,4.89,2.95
4090,0.9,"Very Good","D","SI2",63,58,3534,6.12,6.16,3.87
14682,1.01,"Premium","F","VS2",59.7,60,5923,6.41,6.38,3.82
41595,0.23,"Very Good","E","VS1",62.8,55,391,3.88,3.9,2.44
24060,0.26,"Ideal","E","VVS1",61.7,56,635,4.09,4.11,2.53
36010,0.39,"Good","F","SI1",63.6,58,921,4.65,4.6,2.94
11936,1.09,"Premium","E","SI2",61.4,58,5127,6.67,6.63,4.08
18484,1.5,"Premium","I","SI2",62.5,61,7526,7.29,7.24,4.54
7814,1.01,"Very Good","J","SI1",62.2,57,4295,6.35,6.39,3.96
30375,0.3,"Fair","F","VS2",56.3,64,729,4.44,4.39,2.5
24363,0.42,"Ideal","J","VS1",62.3,53,636,4.83,4.86,3.02
38630,0.31,"Very Good","H","VS2",62.5,54,489,4.35,4.39,2.73
19148,1.07,"Premium","E","VS1",62,60,7909,6.58,6.49,4.05
23955,1.64,"Ideal","I","VS1",62.1,55,12089,7.57,7.59,4.71
47720,0.59,"Premium","H","VVS2",62.3,55,1886,5.42,5.33,3.35
14941,1.01,"Very Good","G","VS2",62.4,58,6019,6.42,6.4,4
24306,1.51,"Very Good","G","VS2",63.1,56,12551,7.33,7.29,4.61
26896,1.76,"Premium","G","VS2",61.5,58,16879,7.78,7.74,4.77
7266,0.91,"Ideal","I","VS2",61.9,56,4199,6.18,6.22,3.84
27611,2.16,"Premium","I","VS2",58.7,60,18481,8.54,8.5,5
23719,0.25,"Very Good","F","VVS2",62.8,54,633,4,4.03,2.52
26891,2.02,"Premium","I","VS2",59.6,60,16861,8.25,8.2,4.9
37379,0.4,"Very Good","F","VS1",61.5,59,982,4.71,4.76,2.91
50256,0.71,"Ideal","F","SI1",63,54,2235,5.73,5.69,3.6
30817,0.33,"Ideal","G","VS2",62.8,54,743,4.42,4.4,2.77
37949,0.28,"Very Good","E","VS2",60.4,59,487,4.22,4.26,2.56
34450,0.4,"Premium","G","SI1",61.7,61,864,4.68,4.63,2.87
37546,0.38,"Ideal","F","VS1",61.5,55,988,4.68,4.69,2.88
14455,1,"Fair","F","VS1",65.3,56,5833,6.28,6.25,4.09
53091,0.71,"Premium","E","VS2",62.4,60,2613,5.68,5.66,3.54
46008,0.57,"Very Good","H","VVS2",62.2,56,1726,5.32,5.35,3.31
42422,0.51,"Premium","G","SI1",62.4,58,1312,5.13,5.07,3.18
47563,0.51,"Premium","G","VVS2",61.7,58,1875,5.11,5.14,3.16
30013,0.45,"Ideal","I","VS2",61.9,54,717,4.92,4.94,3.05
8740,1.24,"Very Good","G","SI2",63.3,57,4462,6.85,6.79,4.32
4130,1.13,"Ideal","F","I1",62.2,55,3542,6.63,6.68,4.14
20501,1.71,"Good","J","VS2",62.8,58,8831,7.48,7.55,4.72
24171,1.52,"Premium","D","SI1",58.4,60,12342,7.57,7.52,4.41
31144,0.41,"Very Good","F","SI1",62.6,55,755,4.74,4.78,2.98
8099,1.04,"Ideal","I","SI1",61.7,57,4344,6.49,6.54,4.02
37383,0.4,"Premium","D","VS2",61.7,59,982,4.72,4.75,2.92
53352,0.7,"Premium","E","VS2",62,60,2657,5.7,5.59,3.5
6645,1.17,"Premium","F","SI2",59.9,59,4092,6.82,6.86,4.1
34111,0.33,"Premium","G","IF",59.4,59,853,4.49,4.54,2.68
50624,0.3,"Ideal","E","SI2",62.1,54,401,4.32,4.35,2.69
18646,1.07,"Very Good","G","VS2",60,56,7611,6.67,6.69,4.01
31284,0.32,"Ideal","G","SI2",61.6,56,450,4.44,4.46,2.74
44757,0.51,"Ideal","F","VS2",62.8,57,1619,5.1,5.06,3.19
2919,0.91,"Very Good","G","SI2",62.1,55,3287,6.16,6.21,3.84
6968,0.92,"Premium","D","SI2",62.5,55,4150,6.21,6.18,3.87
27667,2.04,"Ideal","G","SI1",59,57,18663,8.32,8.37,4.92
25204,1.52,"Very Good","D","VS2",62.4,58,13799,7.23,7.28,4.53
49210,0.55,"Ideal","E","VS1",61.7,55,2079,5.29,5.27,3.26
38521,0.34,"Ideal","E","VS1",62.2,55,1033,4.52,4.49,2.8
48296,0.52,"Ideal","G","VVS2",61.6,54,1958,5.17,5.22,3.2
20740,0.9,"Ideal","D","VVS1",62,56,8979,6.16,6.19,3.83
49433,0.73,"Premium","H","SI1",62.2,57,2107,5.8,5.77,3.6
4366,1.01,"Very Good","D","SI2",59.1,63,3605,6.54,6.59,3.88
5119,1.01,"Premium","I","SI2",60.5,61,3761,6.47,6.42,3.9
52592,0.72,"Very Good","F","SI1",62.3,57,2540,5.72,5.77,3.58
6549,1.01,"Fair","G","VS2",65.7,54,4072,6.32,6.28,4.14
3165,0.64,"Ideal","F","VVS2",61,56,3336,5.55,5.59,3.4
32996,0.38,"Premium","H","SI1",59.7,60,812,4.68,4.66,2.79
5797,1.01,"Very Good","J","SI2",62.8,59,3906,6.34,6.37,3.99
3464,1.06,"Premium","J","SI2",62.9,59,3391,6.43,6.39,4.03
37156,0.32,"Ideal","D","VS2",61,57,972,4.46,4.42,2.71
7699,1.01,"Fair","F","SI1",65.9,58,4276,6.16,6.1,4.04
12470,1.2,"Very Good","G","SI2",62.5,57,5250,6.73,6.84,4.24
9525,0.9,"Very Good","F","VS2",62.2,57,4617,6.17,6.24,3.86
15961,1.1,"Ideal","G","VS2",62.3,56,6387,6.63,6.59,4.12
45838,0.55,"Ideal","E","VS2",62,55,1715,5.28,5.24,3.26
1396,0.24,"Ideal","G","IF",60.8,58,559,4.01,4.05,2.44
50414,0.71,"Good","G","VS2",64.1,56,2258,5.64,5.6,3.6
25406,2.06,"Ideal","I","SI2",62.4,55,14120,8.1,8.14,5.07
13208,1.21,"Very Good","I","SI1",60.6,56,5457,6.89,6.97,4.2
1218,0.73,"Ideal","F","VS2",62.7,58,2939,5.72,5.77,3.6
40450,0.36,"Very Good","E","VVS1",61.4,56,1140,4.6,4.62,2.83
17148,1.01,"Premium","G","VVS2",61.4,58,6843,6.46,6.51,3.98
10673,1.08,"Very Good","E","SI2",59.5,59,4840,6.71,6.78,4.01
44681,0.53,"Ideal","D","VS2",60.2,55,1610,5.26,5.3,3.18
1136,0.74,"Very Good","H","VVS2",60.5,60,2921,5.79,5.81,3.51
6641,0.92,"Good","G","SI1",60.6,60,4089,6.29,6.32,3.82
8121,1.34,"Very Good","H","SI2",61.1,63,4352,7.08,7.01,4.3
5860,0.91,"Good","H","VS2",63.1,59,3921,6.13,6.16,3.88
9061,0.9,"Premium","I","IF",62.6,59,4516,6.15,6.12,3.84
17677,1.01,"Very Good","F","VS1",63.3,60,7127,6.35,6.32,4.01
14160,1.31,"Premium","I","SI2",60.5,59,5744,7.11,7.04,4.28
33809,0.32,"Ideal","E","VVS2",62.3,56,842,4.37,4.4,2.73
3266,0.7,"Ideal","D","VS2",61.4,55,3360,5.71,5.75,3.52
26206,2.01,"Good","I","VS2",59.9,65,15587,8.14,8.19,4.89
6835,1.01,"Very Good","F","SI2",62.2,58,4121,6.36,6.4,3.97
6266,0.87,"Ideal","D","SI2",61.4,54,4012,6.15,6.2,3.79
38074,0.3,"Premium","E","VVS2",61.5,60,1013,4.31,4.28,2.64
18062,1.51,"Premium","I","SI2",58.7,59,7292,7.53,7.49,4.41
38598,0.38,"Ideal","E","VS2",61.7,54,1038,4.66,4.68,2.88
16485,1.01,"Ideal","G","VS2",62.1,58,6587,6.38,6.43,3.98
50896,0.51,"Ideal","E","VVS1",62.4,55,2317,5.08,5.12,3.18
8026,1.01,"Very Good","F","SI2",62.2,58,4332,6.33,6.38,3.95
15502,1,"Premium","G","VS2",62.9,56,6209,6.42,6.34,4.01
34774,0.41,"Premium","D","SI2",62.3,58,876,4.77,4.74,2.96
53618,0.3,"Very Good","D","SI1",61,61,552,4.27,4.29,2.61
39351,0.52,"Good","I","SI1",63.6,60,1073,5.1,5.05,3.23
53321,0.8,"Very Good","F","SI2",61.5,56,2652,5.93,5.98,3.66
49438,0.6,"Ideal","G","VS1",60.2,57,2109,5.49,5.54,3.32
15652,1,"Good","E","SI1",61.1,58,6275,6.43,6.41,3.92
1015,0.81,"Premium","E","SI2",62.5,59,2901,5.97,5.9,3.71
3543,1.07,"Ideal","H","I1",62.1,55,3412,6.55,6.59,4.08
396,0.32,"Ideal","I","SI1",60.7,57,554,4.47,4.42,2.7
53621,0.3,"Good","D","SI1",63.2,56,552,4.24,4.27,2.69
26752,2.24,"Very Good","I","SI2",61.7,57.7,16558,8.37,8.43,5.18
21458,1.51,"Fair","D","SI2",64.7,57,9555,7.17,7.24,4.66
34073,0.45,"Very Good","E","SI1",62.8,58,851,4.84,4.88,3.05
35968,0.3,"Ideal","G","SI1",61.8,56,477,4.34,4.37,2.69
37545,0.51,"Ideal","J","VS1",61.6,54,988,5.14,5.18,3.18
25752,1.52,"Ideal","G","VS2",61.4,56,14692,7.39,7.47,4.56
34935,0.28,"Good","J","VVS2",58.4,60,375,4.27,4.33,2.51
38322,0.5,"Very Good","F","SI2",62.9,57,1020,5.02,5.06,3.17
34989,0.34,"Ideal","E","VS1",62,57,881,4.49,4.44,2.77
4496,0.72,"Ideal","D","VS1",62.5,55,3629,5.71,5.74,3.58
42292,0.32,"Ideal","I","VS1",62.4,54,505,4.36,4.39,2.73
2685,0.77,"Very Good","G","VS1",60.9,55,3243,5.9,5.96,3.61
45655,0.25,"Premium","E","VS2",59.7,61,525,4.1,4.08,2.44
9736,1.06,"Premium","F","SI2",62,59,4656,6.57,6.52,4.06
45094,0.6,"Premium","G","SI1",61.9,61,1646,5.38,5.34,3.32
10518,0.71,"Ideal","E","VVS1",62,56,4802,5.69,5.73,3.54
46492,0.52,"Ideal","F","VS1",61.2,57,1778,5.16,5.2,3.17
32366,0.32,"Ideal","E","VVS2",61.6,55,790,4.42,4.45,2.73
12597,1.08,"Very Good","H","SI1",63.4,57,5286,6.54,6.51,4.14
15723,1,"Premium","G","VS1",62.4,62,6290,6.37,6.33,3.96
19955,1.32,"Ideal","I","VVS1",61,56,8501,7.09,7.07,4.32
11370,1.13,"Good","F","SI2",56.5,62,4998,6.93,6.88,3.9
8669,1.02,"Premium","F","SI1",62.6,58,4455,6.42,6.36,4
12651,1.22,"Ideal","G","SI2",62.3,57,5296,6.85,6.8,4.25
52990,0.72,"Ideal","H","VS2",61.7,57,2594,5.74,5.77,3.55
48226,0.57,"Ideal","E","VS2",61.9,57,1949,5.31,5.29,3.28
27896,0.39,"Ideal","E","I1",62.8,57,655,4.66,4.61,2.91
36757,0.38,"Ideal","H","VS1",61.7,55,955,4.65,4.7,2.89
4173,0.92,"Premium","H","SI1",62,60,3555,6.27,6.21,3.87
43099,0.57,"Fair","E","SI1",64.6,59,1383,5.22,5.18,3.36
9732,1.08,"Premium","E","SI2",60.8,59,4656,6.57,6.62,4.01
35415,0.32,"Ideal","E","VS2",62,57,900,4.41,4.39,2.73
45135,0.56,"Premium","H","VS1",59.8,62,1653,5.36,5.31,3.19
19415,1.55,"Premium","I","SI2",58.2,59,8069,7.73,7.63,4.47
15050,0.3,"Ideal","H","VVS2",62.1,56,605,4.28,4.32,2.67
